raw,canonical_id,label,parent,family,founder,founded,note,status
Seishinkai,motobu-ha-shito-ryu,Motobu-ha Shito-Ryu,shito-ryu,japanese,Kosei Kuniba,1943,[taxonomy:shito-ryu/confirmed] https://en.wikipedia.org/wiki/Sh%C5%8Dg%C5%8D_Kuniba | https://www.internationalshitoryu.com/aboutus/organization-chart/hayashi-teruo/,proposed
Nihon Denryu Hyoho Motobu Kenpo,motobu-ryu,Motobu-Ryu,tomari-te,tomari-te,Motobu Chōki,1922,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/plausible] https://en.wikipedia.org/wiki/Motobu_Ch%C5%8Dki | https://medium.com/motobu-ryu-blog/why-i-was-taught",proposed
motobu-ryu,motobu-ryu,Motobu-Ryu,tomari-te,tomari-te,Motobu Chōki,1922,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/plausible] https://en.wikipedia.org/wiki/Motobu_Ch%C5%8Dki | https://medium.com/motobu-ryu-blog/why-i-was-taught",proposed
Moidi,motobu-udundi,Motobu Udundi,te,tomari-te,"Motobu Chōhei (1st sōke, 17th century)",,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://en.wikipedia.org/wiki/Motobu_Ch%C5%8Dy%C5%AB | https://medium.com/motobu-ryu-blog/why-i-was-t",proposed
Motobu-ryu Udundi,motobu-udundi,Motobu Udundi,te,tomari-te,"Motobu Chōhei (1st sōke, 17th century)",,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://en.wikipedia.org/wiki/Motobu_Ch%C5%8Dy%C5%AB | https://medium.com/motobu-ryu-blog/why-i-was-t",proposed
motobu-udundi,motobu-udundi,Motobu Udundi,te,tomari-te,"Motobu Chōhei (1st sōke, 17th century)",,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://en.wikipedia.org/wiki/Motobu_Ch%C5%8Dy%C5%AB | https://medium.com/motobu-ryu-blog/why-i-was-t",proposed
nanbudo,nanbudo,Nanbudo,sankukai,japanese,Yoshinao Nanbu,1978,[taxonomy:shito-ryu/confirmed] https://www.worldnanbudo.com/yoshinao-nanbu/?lang=en | https://nanbudo.org/in-memoriam-yoshinao-nanbu-1943-2020/,proposed
(synthetic),nisei-goju,Nisei Gōjū,usa-goju,naha-te,Frank Ruiz,1969,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] https://gojujitsu.com/about-us/frank-ruiz-3/ | https://www.tenshogoju.com/history.html",proposed
Nisei Gōjū,nisei-goju,Nisei Gōjū,usa-goju,naha-te,Frank Ruiz,1969,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] https://gojujitsu.com/about-us/frank-ruiz-3/ | https://www.tenshogoju.com/history.html",proposed
nisei-goju-ryu,nisei-goju,Nisei Gōjū,usa-goju,naha-te,Frank Ruiz,1969,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] https://gojujitsu.com/about-us/frank-ruiz-3/ | https://www.tenshogoju.com/history.html",proposed
(synthetic),nobukawa-ha-shito-ryu,Nobukawa-ha Shitō-ryū,shito-ryu,japanese,Kuniaki Nobukawa,,[taxonomy:shito-ryu/confirmed] https://en.wikipedia.org/wiki/Shit%C5%8D-ry%C5%AB,proposed
Nobukawa-ha Shito-Ryu Kai,nobukawa-ha-shito-ryu,Nobukawa-ha Shitō-ryū,shito-ryu,japanese,Kuniaki Nobukawa,,[taxonomy:shito-ryu/confirmed] https://en.wikipedia.org/wiki/Shit%C5%8D-ry%C5%AB,proposed
Nobukawa-ha Shitō-ryū,nobukawa-ha-shito-ryu,Nobukawa-ha Shitō-ryū,shito-ryu,japanese,Kuniaki Nobukawa,,[taxonomy:shito-ryu/confirmed] https://en.wikipedia.org/wiki/Shit%C5%8D-ry%C5%AB,proposed
(synthetic),ogasahara-ha-shito-ryu,Ogasahara-ha Shitō-ryū (Kenshukai),shito-ryu,japanese,Eiji Ogasahara,,[taxonomy:shito-ryu/confirmed] https://en.wikipedia.org/wiki/Shit%C5%8D-ry%C5%AB | https://shitoryuscotland.wordpress.com/about/kenshukai-shitoryu/,proposed
Japan Kenshukai Karate Association,ogasahara-ha-shito-ryu,Ogasahara-ha Shitō-ryū (Kenshukai),shito-ryu,japanese,Eiji Ogasahara,,[taxonomy:shito-ryu/confirmed] https://en.wikipedia.org/wiki/Shit%C5%8D-ry%C5%AB | https://shitoryuscotland.wordpress.com/about/kenshukai-shitoryu/,proposed
Kenshukai Shito-ryu,ogasahara-ha-shito-ryu,Ogasahara-ha Shitō-ryū (Kenshukai),shito-ryu,japanese,Eiji Ogasahara,,[taxonomy:shito-ryu/confirmed] https://en.wikipedia.org/wiki/Shit%C5%8D-ry%C5%AB | https://shitoryuscotland.wordpress.com/about/kenshukai-shitoryu/,proposed
Ogasahara-ha Shitō-ryū (Kenshukai),ogasahara-ha-shito-ryu,Ogasahara-ha Shitō-ryū (Kenshukai),shito-ryu,japanese,Eiji Ogasahara,,[taxonomy:shito-ryu/confirmed] https://en.wikipedia.org/wiki/Shit%C5%8D-ry%C5%AB | https://shitoryuscotland.wordpress.com/about/kenshukai-shitoryu/,proposed
(synthetic),oh-do-kwan,Oh Do Kwan,taekwondo,korean,Choi Hong-hi and Nam Tae-hi,1954,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Oh_D",proposed
Oh Do Kwan,oh-do-kwan,Oh Do Kwan,taekwondo,korean,Choi Hong-hi and Nam Tae-hi,1954,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Oh_D",proposed
Ohdokwan,oh-do-kwan,Oh Do Kwan,taekwondo,korean,Choi Hong-hi and Nam Tae-hi,1954,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Oh_D",proposed
Ryukyu kobujutsu (generic),okinawan-kobudo,Okinawan Kobudo,,kobudo,"traditional (multiple lineages, no single founder)",,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://en.wikipedia.org/wiki/Okinawan_kobud%C5%8D",proposed
okinawan-kobudo,okinawan-kobudo,Okinawan Kobudo,,kobudo,"traditional (multiple lineages, no single founder)",,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://en.wikipedia.org/wiki/Okinawan_kobud%C5%8D",proposed
(synthetic),pangai-noon,Pangai-noon,,uechi-ryu,Zhou Zihe (Shū Shiwa),1900,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/plausible] https://en.wikipedia.org/wiki/Uechi-Ry%C5%AB",proposed
Pangai-noon,pangai-noon,Pangai-noon,,uechi-ryu,Zhou Zihe (Shū Shiwa),1900,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/plausible] https://en.wikipedia.org/wiki/Uechi-Ry%C5%AB",proposed
Pangainoon-ryu,pangai-noon,Pangai-noon,,uechi-ryu,Zhou Zihe (Shū Shiwa),1900,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/plausible] https://en.wikipedia.org/wiki/Uechi-Ry%C5%AB",proposed
Pangainun,pangai-noon,Pangai-noon,,uechi-ryu,Zhou Zihe (Shū Shiwa),1900,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/plausible] https://en.wikipedia.org/wiki/Uechi-Ry%C5%AB",proposed
Pwangainoon,pangai-noon,Pangai-noon,,uechi-ryu,Zhou Zihe (Shū Shiwa),1900,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/plausible] https://en.wikipedia.org/wiki/Uechi-Ry%C5%AB",proposed
RyuTe,ryu-te,Ryū-te,okinawa-kenpo,shuri-te,Seiyū Oyata,1995,[taxonomy:shorin-ryu-tree/confirmed] https://en.wikipedia.org/wiki/Ry%C5%ABky%C5%AB_Kempo,proposed
Ryukyu Kempo (Oyata),ryu-te,Ryū-te,okinawa-kenpo,shuri-te,Seiyū Oyata,1995,[taxonomy:shorin-ryu-tree/confirmed] https://en.wikipedia.org/wiki/Ry%C5%ABky%C5%AB_Kempo,proposed
ryuei-ryu,ryuei-ryu,Ryuei-Ryu,naha-te,naha-te,Nakaima Norisato,1971,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://en.wikipedia.org/wiki/Ry%C5%ABei-ry%C5%AB | https://www.ryueiryu.com/history/history.html",proposed
(synthetic),ryukyu-hon-kenpo,Ryūkyū Hon Kenpō Kobujutsu,okinawa-kenpo,shuri-te,Seikichi Odo,1998,[taxonomy:shorin-ryu-tree/confirmed] https://en.wikipedia.org/wiki/Seikichi_Odo,proposed
Okinawa Kenpo Karate Kobudo,ryukyu-hon-kenpo,Ryūkyū Hon Kenpō Kobujutsu,okinawa-kenpo,shuri-te,Seikichi Odo,1998,[taxonomy:shorin-ryu-tree/confirmed] https://en.wikipedia.org/wiki/Seikichi_Odo,proposed
Ryukyu Hon Kenpo,ryukyu-hon-kenpo,Ryūkyū Hon Kenpō Kobujutsu,okinawa-kenpo,shuri-te,Seikichi Odo,1998,[taxonomy:shorin-ryu-tree/confirmed] https://en.wikipedia.org/wiki/Seikichi_Odo,proposed
Ryūkyū Hon Kenpō Kobujutsu,ryukyu-hon-kenpo,Ryūkyū Hon Kenpō Kobujutsu,okinawa-kenpo,shuri-te,Seikichi Odo,1998,[taxonomy:shorin-ryu-tree/confirmed] https://en.wikipedia.org/wiki/Seikichi_Odo,proposed
ryukyu-kobudo,ryukyu-kobudo,Ryukyu Kobudo,okinawan-kobudo,kobudo,Taira Shinken,1955,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://en.wikipedia.org/wiki/Ryukyu_Kobudo | https://en.wikipedia.org/wiki/Taira_Shinken",proposed
(synthetic),ryukyu-kobudo-akamine,Ryūkyū Kobudō Hozon Shinkō Kai (Akamine line / Shinbukan),ryukyu-kobudo,kobudo,Akamine Eisuke,1970,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://en.wikipedia.org/wiki/Ryukyu_Kobudo | https://kobudo-shinbukan.jp/en/",proposed
Ryūkyū Kobudō Hozon Shinkō Kai (Akamine line / Shinbukan),ryukyu-kobudo-akamine,Ryūkyū Kobudō Hozon Shinkō Kai (Akamine line / Shinbukan),ryukyu-kobudo,kobudo,Akamine Eisuke,1970,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://en.wikipedia.org/wiki/Ryukyu_Kobudo | https://kobudo-shinbukan.jp/en/",proposed
(synthetic),ryukyu-kobudo-tesshinkan,Ryūkyū Kobudō Tesshinkan,ryukyu-kobudo-akamine,kobudo,Tamayose Hidemi,1999,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://kobudo-tesshinkan.eu/index.php/en/about-ryukyu-kobudo-tesshinkan/history/ | https://en.wikipe",proposed
Ryūkyū Kobudō Tesshinkan,ryukyu-kobudo-tesshinkan,Ryūkyū Kobudō Tesshinkan,ryukyu-kobudo-akamine,kobudo,Tamayose Hidemi,1999,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://kobudo-tesshinkan.eu/index.php/en/about-ryukyu-kobudo-tesshinkan/history/ | https://en.wikipe",proposed
(synthetic),ryukyu-kobujutsu-hozon-shinko-kai,Ryūkyū Kobujutsu Hozon Shinkō Kai (Inoue line / Yuishinkai),ryukyu-kobudo,kobudo,Inoue Motokatsu (Gansho),1970,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://en.wikipedia.org/wiki/Motokatsu_Inoue | https://ryukyukobujutsuhozonshinkokai.org/011_en_hist",proposed
Ryūkyū Kobujutsu Hozon Shinkō Kai (Inoue line / Yuishinkai),ryukyu-kobujutsu-hozon-shinko-kai,Ryūkyū Kobujutsu Hozon Shinkō Kai (Inoue line / Yuishinkai),ryukyu-kobudo,kobudo,Inoue Motokatsu (Gansho),1970,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://en.wikipedia.org/wiki/Motokatsu_Inoue | https://ryukyukobujutsuhozonshinkokai.org/011_en_hist",proposed
Yuishinkai,ryukyu-kobujutsu-hozon-shinko-kai,Ryūkyū Kobujutsu Hozon Shinkō Kai (Inoue line / Yuishinkai),ryukyu-kobudo,kobudo,Inoue Motokatsu (Gansho),1970,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://en.wikipedia.org/wiki/Motokatsu_Inoue | https://ryukyukobujutsuhozonshinkokai.org/011_en_hist",proposed
(synthetic),sankukai,Sankukai,shukokai,japanese,Yoshinao Nanbu,1971,[taxonomy:shito-ryu/confirmed] https://en.wikipedia.org/wiki/Sh%C5%ABk%C5%8Dkai | https://www.worldnanbudo.com/yoshinao-nanbu/?lang=en,proposed
Sankukai,sankukai,Sankukai,shukokai,japanese,Yoshinao Nanbu,1971,[taxonomy:shito-ryu/confirmed] https://en.wikipedia.org/wiki/Sh%C5%ABk%C5%8Dkai | https://www.worldnanbudo.com/yoshinao-nanbu/?lang=en,proposed
Sankukai Karate,sankukai,Sankukai,shukokai,japanese,Yoshinao Nanbu,1971,[taxonomy:shito-ryu/confirmed] https://en.wikipedia.org/wiki/Sh%C5%ABk%C5%8Dkai | https://www.worldnanbudo.com/yoshinao-nanbu/?lang=en,proposed
sankukai,sankukai,Sankukai,shukokai,japanese,Yoshinao Nanbu,1971,[taxonomy:shito-ryu/confirmed] https://en.wikipedia.org/wiki/Sh%C5%ABk%C5%8Dkai | https://www.worldnanbudo.com/yoshinao-nanbu/?lang=en,proposed
sankukai-karate,sankukai,Sankukai,shukokai,japanese,Yoshinao Nanbu,1971,[taxonomy:shito-ryu/confirmed] https://en.wikipedia.org/wiki/Sh%C5%ABk%C5%8Dkai | https://www.worldnanbudo.com/yoshinao-nanbu/?lang=en,proposed
Odo karate,satojuku,Satojuku,kyokushin,kyokushin,Katsuaki Satō,1977,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Kats",proposed
Sato Juku,satojuku,Satojuku,kyokushin,kyokushin,Katsuaki Satō,1977,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Kats",proposed
(synthetic),seido-juku,Seidō Juku,kyokushin,kyokushin,Tadashi Nakamura,1976,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Seid",proposed
Seido Karate,seido-juku,Seidō Juku,kyokushin,kyokushin,Tadashi Nakamura,1976,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Seid",proposed
Seidō Juku,seido-juku,Seidō Juku,kyokushin,kyokushin,Tadashi Nakamura,1976,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Seid",proposed
World Seido Karate Organization,seido-juku,Seidō Juku,kyokushin,kyokushin,Tadashi Nakamura,1976,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Seid",proposed
Seido Kaikan,seidokaikan,Seidokaikan,ashihara,kyokushin,Kazuyoshi Ishii,1980,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Seid",proposed
seigokan,seigokan,Seigokan,goju-ryu,naha-te,Seigo Tada,1945,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] https://en.wikipedia.org/wiki/Seig%C5%8Dkan",proposed
正剛館,seigokan,Seigokan,goju-ryu,naha-te,Seigo Tada,1945,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] https://en.wikipedia.org/wiki/Seig%C5%8Dkan",proposed
(synthetic),seiko-kai,Suzuki-ha Shitō-ryū Seikō-kai,itosu-ryu,japanese,Seiko Suzuki,1994,[taxonomy:shito-ryu/confirmed] https://www.nz.seiko-kai-karate.com/about | http://sushankarateindia.org/static.php?id=7,proposed
Seiko-Kai,seiko-kai,Suzuki-ha Shitō-ryū Seikō-kai,itosu-ryu,japanese,Seiko Suzuki,1994,[taxonomy:shito-ryu/confirmed] https://www.nz.seiko-kai-karate.com/about | http://sushankarateindia.org/static.php?id=7,proposed
Suzuki-Ha Shito-Ryu Nihon Karatedo Seiko-Kai,seiko-kai,Suzuki-ha Shitō-ryū Seikō-kai,itosu-ryu,japanese,Seiko Suzuki,1994,[taxonomy:shito-ryu/confirmed] https://www.nz.seiko-kai-karate.com/about | http://sushankarateindia.org/static.php?id=7,proposed
Suzuki-ha Shitō-ryū Seikō-kai,seiko-kai,Suzuki-ha Shitō-ryū Seikō-kai,itosu-ryu,japanese,Seiko Suzuki,1994,[taxonomy:shito-ryu/confirmed] https://www.nz.seiko-kai-karate.com/about | http://sushankarateindia.org/static.php?id=7,proposed
(synthetic),seito-shito-ryu,Seitō Shitō-ryū,shito-ryu,japanese,Kenzo Mabuni,1952,[taxonomy:shito-ryu/confirmed] https://en.wikipedia.org/wiki/Shit%C5%8D-ry%C5%AB | https://www.seitoshitoryu.com/soke.php,proposed
Nippon Karate-do Kai,seito-shito-ryu,Seitō Shitō-ryū,shito-ryu,japanese,Kenzo Mabuni,1952,[taxonomy:shito-ryu/confirmed] https://en.wikipedia.org/wiki/Shit%C5%8D-ry%C5%AB | https://www.seitoshitoryu.com/soke.php,proposed
Seito Shito-ryu,seito-shito-ryu,Seitō Shitō-ryū,shito-ryu,japanese,Kenzo Mabuni,1952,[taxonomy:shito-ryu/confirmed] https://en.wikipedia.org/wiki/Shit%C5%8D-ry%C5%AB | https://www.seitoshitoryu.com/soke.php,proposed
Seitō Shitō-ryū,seito-shito-ryu,Seitō Shitō-ryū,shito-ryu,japanese,Kenzo Mabuni,1952,[taxonomy:shito-ryu/confirmed] https://en.wikipedia.org/wiki/Shit%C5%8D-ry%C5%AB | https://www.seitoshitoryu.com/soke.php,proposed
Shito-Ryu International Karate-Do Kai,seito-shito-ryu,Seitō Shitō-ryū,shito-ryu,japanese,Kenzo Mabuni,1952,[taxonomy:shito-ryu/confirmed] https://en.wikipedia.org/wiki/Shit%C5%8D-ry%C5%AB | https://www.seitoshitoryu.com/soke.php,proposed
(synthetic),seiwakai,Seiwakai,goju-kai,naha-te,Shuji Tasaki,1972,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] https://karatedoseiwakai.com/ | http://www.brisbanegojukarate.com.au/about/shuji-tasaki/",proposed
Seiwakai,seiwakai,Seiwakai,goju-kai,naha-te,Shuji Tasaki,1972,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] https://karatedoseiwakai.com/ | http://www.brisbanegojukarate.com.au/about/shuji-tasaki/",proposed
seiwakai,seiwakai,Seiwakai,goju-kai,naha-te,Shuji Tasaki,1972,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] https://karatedoseiwakai.com/ | http://www.brisbanegojukarate.com.au/about/shuji-tasaki/",proposed
誠和会,seiwakai,Seiwakai,goju-kai,naha-te,Shuji Tasaki,1972,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] https://karatedoseiwakai.com/ | http://www.brisbanegojukarate.com.au/about/shuji-tasaki/",proposed
senbukan,senbukan,Senbukan,goju-ryu,naha-te,Kanki Izumigawa,1939,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/plausible] https://en.wikipedia.org/wiki/Kanki_Izumigawa | https://shuriway.com/izumigawa.html",proposed
泉武館,senbukan,Senbukan,goju-ryu,naha-te,Kanki Izumigawa,1939,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/plausible] https://en.wikipedia.org/wiki/Kanki_Izumigawa | https://shuriway.com/izumigawa.html",proposed
World Karate Association Shidokan,shidokan,Shidokan,kyokushin,kyokushin,Yoshiji Soeno,1981,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Yosh",proposed
Ryobu-kai,shindo-jinen-ryu,Shindo Jinen-Ryu,,japanese,Yasuhiro Konishi,1933,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Shin",proposed
Shinkyokushinkai,shinkyokushin,Shinkyokushin,kyokushin,kyokushin,Kenji Midori,2003,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Worl",proposed
World Karate Organization (WKO),shinkyokushin,Shinkyokushin,kyokushin,kyokushin,Kenji Midori,2003,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Worl",proposed
(synthetic),shito-kai,Shitō-kai Shitō-ryū,shito-ryu,japanese,Manzo Iwata,1964,[taxonomy:shito-ryu/confirmed] https://shitokai.com/english/history/ | https://en.wikipedia.org/wiki/Manzo_Iwata,proposed
All Japan Karatedo Shito-kai,shito-kai,Shitō-kai Shitō-ryū,shito-ryu,japanese,Manzo Iwata,1964,[taxonomy:shito-ryu/confirmed] https://shitokai.com/english/history/ | https://en.wikipedia.org/wiki/Manzo_Iwata,proposed
Higashi-Nihon Shito-kai,shito-kai,Shitō-kai Shitō-ryū,shito-ryu,japanese,Manzo Iwata,1964,[taxonomy:shito-ryu/confirmed] https://shitokai.com/english/history/ | https://en.wikipedia.org/wiki/Manzo_Iwata,proposed
Japan Karatedo Kai,shito-kai,Shitō-kai Shitō-ryū,shito-ryu,japanese,Manzo Iwata,1964,[taxonomy:shito-ryu/confirmed] https://shitokai.com/english/history/ | https://en.wikipedia.org/wiki/Manzo_Iwata,proposed
Nishi-Nihon Shito-kai,shito-kai,Shitō-kai Shitō-ryū,shito-ryu,japanese,Manzo Iwata,1964,[taxonomy:shito-ryu/confirmed] https://shitokai.com/english/history/ | https://en.wikipedia.org/wiki/Manzo_Iwata,proposed
Shitō-kai Shitō-ryū,shito-kai,Shitō-kai Shitō-ryū,shito-ryu,japanese,Manzo Iwata,1964,[taxonomy:shito-ryu/confirmed] https://shitokai.com/english/history/ | https://en.wikipedia.org/wiki/Manzo_Iwata,proposed
World Shitoryu Karatedo Federation,shito-kai,Shitō-kai Shitō-ryū,shito-ryu,japanese,Manzo Iwata,1964,[taxonomy:shito-ryu/confirmed] https://shitokai.com/english/history/ | https://en.wikipedia.org/wiki/Manzo_Iwata,proposed
Shito Ryu,shito-ryu,Shito-Ryu,shuri-te,japanese,Kenwa Mabuni,1934,[taxonomy:shito-ryu/confirmed] https://en.wikipedia.org/wiki/Shit%C5%8D-ry%C5%AB | https://shitokai.com/english/history/,proposed
(synthetic),shobukan,Shōbukan,goju-ryu,naha-te,Masanobu Shinjo,1963,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] https://www.usadojo.com/masanobu-shinjo-lee-gray-and-the-shobukan/ | https://budojapan.com/karate/dm05e/",proposed
