node_id,name,name_native,birth_year,death_year,styles,locality,wikipedia_url,reason,status
A0112,Larry Isaac,,,,Okinawa Kenpo|Okinawan kobudo,,,"[branch completion] Hanshi, 10th dan Okinawa Kenpo Karate-Kobudo (Jacksonville NC), retired US Marine; explicitly asked about by the owner. Documented teachers are Eizo Shimabukuro, Fusei Kise, Seikichi Odo and Seifuku Nitta, NOT Shian Toma",proposed
A0113,Seifuku Nitta,,,,Okinawa Kenpo|Shorin-ryu,,,[branch completion] Okinawan grandmaster named by Shuriway as a student of Seiki Toma and by Larry Isaac's school as one of Isaac's four Okinawan teachers; needed to wire Isaac into the graph.,proposed
A0114,Ulf Karlsson,,,,kishimoto-di|shuri-te|taido,,,"[branch completion] Foremost KishimotoDi instructor outside Okinawa; first person granted a Shihan licence in the art by Bugeikan head Higa Kiyohiko; based in Sweden, trains at the Bugeikan on near-annual visits and teaches internationally.",proposed
A0115,Noah Legel,,,,kishimoto-di|shorin-ryu,,,[branch completion] First American authorised to teach KishimotoDi; student of Ulf Karlsson since 2014 and principal English-language documenter of the Bugeikan's Kishimoto-di line (Illinois Practical Karate).,proposed
A0116,Kijun Kishimoto,,,,te|karate-generic,,,"[branch completion] Higa Seitoku's first karate teacher (elementary-school years), named as 岸本喜順 in Higa's own 1966 essay preserved in the Motobu-ryu archive; distinct from Soko Kishimoto. Note: not the same as orphan C00217 Kazuo Kishimoto",proposed
A0117,Hiroshi Akamine,,1954,,ryukyu-kobudo|shorin-ryu,,,"[branch completion] Son and student of Eisuke Akamine; 3rd president of Ryukyu Kobudo Hozon Shinkokai, founded Ryukyu Kobudo Shimbukan in 2011; Hanshi 9th dan.",proposed
A0118,Hidemi Tamayose,,1949,,ryukyu-kobudo,,,[branch completion] Senior student of Eisuke Akamine; founded Ryukyu Kobudo Tesshinkan (1999); 10th dan Okinawa Ken Kobudo Renmei (2015).,proposed
A0119,Yukio Kuniyoshi,,,,ryukyu-kobudo,,,[branch completion] Senior student of Eisuke Akamine and current (4th) president of the Ryukyu Kobudo Hozon Shinkokai.,proposed
A0120,Kisho Inoue,,1954,,ryukyu-kobudo|yuishinkai,,,[branch completion] Son and successor of Motokatsu Inoue; president of the Ryukyu Kobujutsu Hozon Shinko Kai and Yuishinkai since 1993.,proposed
A0121,Seisho Itokazu,,1945,,matayoshi-kobudo,,,"[branch completion] Student of Matayoshi Shinpo; Kancho of the Matayoshi Kodokan 2002-2014, then founder of the Matayoshi Kobudo Shinbukai.",proposed
A0122,Zenei Oshiro,,1953,,matayoshi-kobudo|goju-ryu,,,"[branch completion] Student of Matayoshi Shinpo; 9th dan kobudo and Goju-ryu, head of Matayoshi kobudo in Europe (Academie Internationale de Kobudo d'Okinawa, France).",proposed
A0123,Tetsuhiro Hokama,,1944,,goju-ryu|matayoshi-kobudo|kenshikai,,,"[branch completion] 10th dan Hanshi, founder of Goju-ryu Kenshikai and of the world's first karate museum; kobudo student of Matayoshi Shinpo, Goju-ryu student of Seko Higa.",proposed
A0124,Yasushi Matayoshi,,1965,,matayoshi-kobudo,,,[branch completion] Only son of Matayoshi Shinpo; soke/spiritual head of the Matayoshi Kodokan since 1997 (succession rather than practising student).,proposed
A0125,Chinen Umikana,,1797,1881,yamanni-ryu|okinawan-kobudo,,,"[branch completion] Aka Aburaya Yamagusuku / Chinen Andaya Pechin; Yamane-ryu progenitor between Sakugawa and Chinen Sanda, uncle and teacher of Sanda Chinen.",proposed
A0126,Kiyoshi Nishime,,,,yamanni-ryu|shorin-ryu|okinawan-kobudo,,,"[branch completion] Student of Chogi Kishaba sent to the US in 1979; co-founder and current US director/chief instructor of the RBKD, 9th dan.",proposed
A0127,Kaishu Isa,,,,ufuchiku-kobujutsu|shorin-ryu,,,[branch completion] 3rd soke of Ufuchiku-den Ryukyu Kobujutsu (sokeship 1976 from Kina Shosei); 2nd president of the Ufuchiku-den Hozonkai from 1981.,proposed
A0128,Kiichi Nakamoto,,,,goju-ryu|ufuchiku-kobujutsu,,,"[branch completion] 10th dan Goju-ryu and 10th dan Ryukyu Dento Kobujutsu; student of Kina Shosei and Kyan Shinyei, president of the Ryukyu Dento Kobujutsu preservation body from 1997. Distinct from Masahiro Nakamoto (C00201).",proposed
A0129,Kantoku Izumikawa,,,,okinawan-kobudo|ufuchiku-kobujutsu,,,[branch completion] Ufuchiku-den student of Kina Shosei; cousin and first kobudo teacher of Senbukan Goju-ryu founder Kanki Izumigawa.,proposed
A0130,Mamoru Nakamoto,,,,okinawan-kobudo|shorin-ryu,,,[branch completion] Son and student of Masahiro Nakamoto; senior instructor of the Bunbukan organisation.,proposed
A0131,Eiko Kaneshi,,,,isshin-ryu,,,[branch completion] Senior student and 'right-hand man' of Tatsuo Shimabuku from 1947-48; central figure in the founding of Isshin-ryu; Shinto priest.,proposed
A0132,Seiko Fukuchi,,1919,1975,goju-ryu,,,[branch completion] Senior student and assistant of Seko Higa at the Shodokan; opened his own Naha dojo in 1964; teacher of Tetsuhiro Hokama and Iken (Yuken) Tokashiki. Needed to complete the Shodokan lineage.,proposed
A0133,Eiki Kurashita,,,,goju-ryu,,,"[branch completion] Student of Seko Higa, founder of the Eikikan dojo; became president of the Goju-ryu Kokusai Karate Kobudo Renmei after Seikichi Higa's death in 1999.",proposed
A0134,Meitetsu Yagi,,1949,2024,goju-ryu|meibukan,,,"[branch completion] Younger son of Meitoku Yagi, vice-president of the Goju-ryu Meibukai from 1976, promoted to Hanshi Judan by his father in 2001.",proposed
A0135,Akihiro Yagi,,,,goju-ryu|meibukan,,,[branch completion] Son of Meitatsu Yagi and grandson of Meitoku; vice president of the Meibukan organisation alongside his brother Akihito.,proposed
A0136,Gosen Yamaguchi,,,1990,goju-kai|goju-ryu,,,"[branch completion] Second son of Gogen Yamaguchi (Kishio Gosen); taught Goju-Kai in San Francisco from 1963 and briefly succeeded his father as JKGA/IKGA president in 1989, dying in 1990 aged 49.",proposed
A0137,Ingo de Jong,,,,goju-kai|goju-ryu,,,"[branch completion] Hanshi 8th dan, IKGA vice president and head of Goju-Kai in Europe/Scandinavia (appointed by Gogen Yamaguchi in 1986); began under Paul Starling in Sydney.",proposed
A0138,Masanobu Shinjo,,1938,1993,goju-ryu|shobukan,,,"[branch completion] Founder of the Shobukan dojo (1963), Hanshi 10th dan, president of the Okinawa Goju-ryu Goju-kai from 1990; student of Seikichi Toguchi and Seko Higa. Some sources give birth year 1937.",proposed
A0139,Masashi Shinjo,,,,goju-ryu|shobukan,,,[branch completion] Eldest son of Masanobu Shinjo and current Kancho (head) of the Goju-ryu Shobukan association.,proposed
A0140,Takashi Shinjo,,,,goju-ryu|shobukan,,,"[branch completion] Youngest son of Masanobu Shinjo, vice president of the Shobukan association.",proposed
A0141,Yoshihiro Miyazato,,,,goju-ryu|jundokan,,,[branch completion] Son of Eiichi Miyazato and current Kancho of the Jundokan So-Honbu in Naha.,proposed
A0142,Tetsu Gima,,,,goju-ryu|jundokan,,,[branch completion] Noteworthy student of Eiichi Miyazato and current chief director of the Jundokan.,proposed
A0143,Tsuneo Kinjo,,,,goju-ryu|jundokan,,,[branch completion] Notable student of Eiichi Miyazato and permanent director of the Jundokan.,proposed
A0144,Kazuya Higa,,,,goju-ryu|jundokan,,,[branch completion] Prominent student of Eiichi Miyazato and permanent director of the Jundokan.,proposed
A0145,Katsuya Izumikawa,,,,goju-ryu|senbukan,,,"[branch completion] Second son of Kanki Izumikawa; third soke of the Senbukan from 1982, renamed it the International Karate-do Goju-ryu Senbukai in 2016 and still heads it.",proposed
A0146,Glaube Feitosa,,1973,,kyokushin,,https://en.wikipedia.org/wiki/Glaube_Feitosa,"[branch completion] Brazilian Kyokushin champion and K-1 World GP 2005 (Las Vegas) winner, trained from a young age under Seiji Isobe's Brazilian Kyokushin school; absent from both rosters.",proposed
A0147,Ewerton Teixeira,,1982,,kyokushin,,https://en.wikipedia.org/wiki/Ewerton_Teixeira,"[branch completion] Kyokushin world-level competitor and K-1 heavyweight from Isobe's Brazilian school, named as Isobe's student on Isobe's Wikipedia page; absent from both rosters.",proposed
A0148,Genshin Hironishi,,1913,1999,shotokai|shotokan,,,[branch completion] Also recorded as Motonobu Hironishi. Student of Gichin and Gigo Funakoshi and president of the Shotokai 1962-1995 (per the Shotokai Wikipedia article); a branch head missing from both rosters and needed to complete the S,proposed
A0149,Tadao Okuyama,,,,shotokan|shotokai,,,"[branch completion] Waseda-era Shotokan instructor documented on Mitsusuke Harada's Wikipedia page as a formative influence on Harada's Shotokai method; dates not reliably documented, edge drawn medium.",proposed
A0150,Son Duk-sung (Duk Sung Son),,1922,2011,taekwondo|tang-soo-do|korean-martial-arts,,https://en.wikipedia.org/wiki/Son_Duk-sung,"[branch completion] Second head of the Chung Do Kwan (1950-59), founder-president of the World Tae Kwon Do Association in New York and author of Korean Karate: The Art of Tae Kwon Do; named in the task brief and missing from both rosters.",proposed
A0151,Byung Jick Ro,,1919,2015,taekwondo|shotokan|korean-martial-arts,,https://en.wikipedia.org/wiki/Song_Moo_Kwan,"[branch completion] Founder of the Song Moo Kwan (1944), one of the five original kwans of taekwondo; Shotokan black belt under Funakoshi.",proposed
A0152,Yun Kwae-byung,,1922,2000,taekwondo|shudokan|shito-ryu|korean-martial-arts,,https://en.wikipedia.org/wiki/Yun_Kwae-byung,"[branch completion] First president of the Jidokwan and head of the Kanbukan dojo in Japan, a pioneer of full-contact bogu karate; named in the task brief.",proposed
A0153,Hwang Hyun-chul (H.C. Hwang),,1947,,tang-soo-do|soo-bahk-do|korean-martial-arts,,https://en.wikipedia.org/wiki/Hwang_Hyun-chul,"[branch completion] Son and formally designated successor of Hwang Kee as worldwide head of Soo Bahk Do Moo Duk Kwan (2002), 10th dan equivalent; named in the task brief.",proposed
A0154,Yoon Byung-in,,1920,1983,taekwondo|shudokan|chuan-fa|korean-martial-arts,,https://en.wikipedia.org/wiki/Yoon_Byung-in,"[branch completion] Founder of the YMCA Kwon Bop Bu (1946), forerunner of the Chang Moo Kwan; brought Shudokan karate and Manchurian chuan-fa to Korea.",proposed
A0155,Chun Sang-sup,,,,taekwondo|shotokan|korean-martial-arts,,https://en.wikipedia.org/wiki/Yun_Mu_Kwan,"[branch completion] Founder of the Chosun Yun Mu Kwan karate school (1946), forerunner of the Jidokwan; disappeared during the Korean War. Birth year inconsistently reported so left blank.",proposed
A0156,Uhm Woon-kyu,,1929,2017,taekwondo|korean-martial-arts,,https://en.wikipedia.org/wiki/Chung_Do_Kwan,"[branch completion] Long-time head of the Chung Do Kwan and president of the Kukkiwon until 2008, 10th dan and one of the most senior figures in taekwondo history.",proposed
A0157,Kim Ki-whang,,1920,1993,taekwondo|shudokan|tang-soo-do|korean-martial-arts,,https://en.wikipedia.org/wiki/Ki_Whang_Kim,"[branch completion] Shudokan 4th dan under Toyama, US Moo Duk Kwan chairman and 1988 US Olympic taekwondo team chairman; a key American taekwondo pioneer who trained over 25,000 students.",proposed
A0158,Steve Armstrong,,1931,2006,isshin-ryu,,,"[branch completion] One of Tatsuo Shimabuku's senior American students (10th dan), founder of the American Okinawan Karate Association and leading US Isshin-ryu pioneer alongside Nagle, Long and Mitchum; named in the task brief. No English ",proposed
A0159,Takaji Shimizu,,1896,1978,shinto-muso-ryu|nihon-kobudo,,https://en.wikipedia.org/wiki/Takaji_Shimizu,[branch completion] 25th headmaster of Shinto Muso-ryu jodo; needed to wire orphan Donn Draeger into the tree and independently documented as jodo teacher of the already-connected Shoji Nishio.,proposed
A0160,Michael Gneck,,,,shorin-ryu,,,[branch completion] Documented Shorin-ryu teacher of Bill 'Superfoot' Wallace (per Wallace's Wikipedia biography); added solely to give orphan Q862634 his sourced teacher edge.,proposed
A0161,Herbert Peters,,,,shorin-ryu,,,[branch completion] Documented Shorin-ryu teacher of tournament pioneer Mike Stone at Fort Chaffee (per Stone's Wikipedia biography); added solely to give orphan Q3857461 his sourced teacher edge.,proposed
A0162,Shionja,潮平親雲上,,,,,,"[wave4] Shionja Peichin of Shuri, named in tradition as one of Kusanku's three Okinawan students. His only near-contemporary documentation is the Oshima Hikki (1762), in which a Ryukyuan official aboard the ship stranded at Tosa",proposed
A0163,Jin'an Shinzato,新里仁安,,1945,goju-ryu|naha-te,,,[wave4] Miyagi Chojun's leading pre-war disciple whose 1930 Meiji Shrine demonstration led to the naming of Goju-ryu; died in WWII. Needed as the documented Naha-te teacher (from 1934) of Higa Yuchoku per ja.wikipedia.,proposed
A0164,Kinjo Ufuchiku,金城大筑,1834,1916,okinawan-kobudo,,,"[wave4] Sai master also rendered Kanagusuku Sanda; head of the Ufuchiku kobudo tradition. Documented (Motobu-ryu honbu notes, WEB Hiden) teacher of Kina Shosei (already in tree) and Yabiku Moden; wires the Ufuchiku line to its r",proposed
A0165,Choei Motobu,本部朝英,,,motobu-udundi,,,"[wave4] 6th head of the Motobu Udun family (Motobu Oji Choei, per ja.wikipedia 本部御殿); bridging node required to connect orphaned udundi heads Chokyu and Chosho in the traditional transmission chain.",proposed
A0166,Chotoku Inohama,伊野波朝徳,,,motobu-udundi,,,"[wave4] 7th head of the Motobu Udun family (Inohama Aji Chotoku, per ja.wikipedia 本部御殿); bridging node in the traditional udundi transmission chain between Choei and Chosho.",proposed
A0167,Motokuni Sugiura,杉浦初久二,1924,2015,shotokan,,,"[wave4] Second Chief Instructor (首席師範) of the Japan Karate Association, 1991-2010, between Masatoshi Nakayama and Masaaki Ueki; studied under Gichin Funakoshi and Gigo (Yoshitaka) Funakoshi. Documented on the JKA official site (",proposed
A0168,Eizo Onishi,,,,koei-kan|shudokan|toon-ryu,,,"[wave4] Founder of Koei-kan karate-do (style founded 1952, first dojo opened 2 April 1954 in Kanagawa). Documented pupil of Kanken Toyama (about ten years, 6th dan) and, on Toyama's recommendation, of Juhatsu Kyoda for Naha-te. ",proposed
A0169,Yasuhiro Chitose,,,,chito-ryu,,,"[wave4] Son of Tsuyoshi Chitose; trained under his father from early childhood and became 2nd generation Soke of Chito-ryu in August 1984, taking his father's name (Tsuyoshi Chitose II). Sources: https://en.wikipedia.org/wiki/Ts",proposed
A0170,Naoyuki Chitose,,,,chito-ryu,,,"[wave4] Grandson of the founder; received the Chito-ryu Soke title from his father Yasuhiro Chitose on 14 August 2023, becoming 3rd generation (Sandaime) Soke. Sources: https://usa-ickf.com/history and https://www.ickf.ca/histor",proposed
A0171,Ken Nishimura,西村拳,1995,,wado-ryu,,https://ja.wikipedia.org/wiki/%E8%A5%BF%E6%9D%91%E6%8B%B3,"[wave4] WKF world-ranked kumite competitor (born 31 December 1995), trained from age 3 by his father Seiji Nishimura (Q476441, 1982 world kumite champion). Documented on Japanese Wikipedia and Olympics.com. Extends the Wado-ryu ",proposed
A0172,Lee Kyo-yoon,이교윤,1930,2017,taekwondo|korean-martial-arts,,https://ko.wikipedia.org/wiki/%ED%95%9C%EB%AC%B4%EA%B4%80,"[wave4] Founder of Han Moo Kwan, one of the nine kwans of taekwondo; trained at the Chosun Yun Moo Kwan under Chun Sang-sup; died 12 May 2017 aged 87 (birth year inferred c.1930), posthumous Kukkiwon 10th dan.",proposed
A0173,Lee Yong-woo,이용우,,2006,taekwondo|korean-martial-arts,,https://en.wikipedia.org/wiki/Kwan_(martial_arts),"[wave4] Founder of Jung Do Kwan (1956), one of the nine kwans; first-generation Chung Do Kwan student of Won Kuk Lee.",proposed
A0174,Park Chul-hee,박철희,,2016,taekwondo|korean-martial-arts,,https://en.wikipedia.org/wiki/Kang_Duk_Won,"[wave4] Co-founder of Kang Duk Won (1956), one of the nine kwans; former YMCA Kwon Bop Bu student under Yoon Byung-in; stepped down as world head of Kang Duk Won in November 2015 and died 2 April 2016.",proposed
A0175,Hong Jong-pyo,홍정표,,,taekwondo|korean-martial-arts,,https://en.wikipedia.org/wiki/Kang_Duk_Won,"[wave4] Co-founder of Kang Duk Won (1956), one of the nine kwans; former YMCA Kwon Bop Bu student under Yoon Byung-in.",proposed
A0176,Lee Chong-woo,이종우,1928,2015,taekwondo|korean-martial-arts,,,[wave4] Top student of Chun Sang-sup at the Chosun Yun Moo Kwan (entered 1946); proposed the renaming to Jidokwan in 1954; first chairman of the KTA technical committee and founding Secretary-General of the World Taekwondo Feder,proposed
