teacher_id,teacher,student_id,student,confidence,evidence,direction_flipped
C00020,Chokyu Motobu,A0165,Choei Motobu,low,research:https://ja.wikipedia.org/wiki/%E6%9C%AC%E9%83%A8%E5%BE%A1%E6%AE%BF | research:https://www.motobu-ryu.org/%E6%9C%AC%E9%83%A8%E6%B5%81%E3%81%A8%E3%81%AF/%E6%B5%81%E6%B4%BE%E7%B3%BB%E8%AD%9C/,
C00021,Chomei Motobu,A0028,Chosei Motobu,medium,research:https://medium.com/@motobu715/motobu-ch%C5%8Dsei-headmaster-of-motobu-kenp%C5%8D-and-motobu-udund%C4%AB-4b0c9d817d1c,
C00024,Chojin Kuba,J0014,Yara Choi,high,"research:https://hakushinkan.sakura.ne.jp/history.html (from 26 June 1934 studied under 久場長仁 in Naha, receiving the orthodox Matsumora-ryu Tomari-te)",
C00024,Chojin Kuba,Q1963468,Shoshin Nagamine,high,research:https://en.wikipedia.org/wiki/Sh%C5%8Dshin_Nagamine,
C00025,Chojo Oshiro,C00232,Kenko Nakaima,high,book:Bishop p.20,
C00025,Chojo Oshiro,Q1908088,Shinko Matayoshi,medium,book:Nagamine/Cramer/Guarelli guarelli02 line 39,
C00025,Chojo Oshiro,Q6782517,Masami Chinen,high,research:https://ryukyu-bugei.com/?p=3954,
C00025,Chojo Oshiro,W0001,Miki Jisaburo,high,research:https://ryukyu-bugei.com/?p=9879,
C00025,Chojo Oshiro,W0002,Hiroshi Kinjo,high,research:https://ja.wikipedia.org/wiki/%E9%87%91%E5%9F%8E%E8%A3%95,
C00025,Chojo Oshiro,W0025,Chotoku Maeshiro,high,research:https://ryukyu-bugei.com/?p=3954,
C00028,Choko Motobu,C00020,Chokyu Motobu,low,research:https://ja.wikipedia.org/wiki/%E6%9C%AC%E9%83%A8%E5%BE%A1%E6%AE%BF | research:https://www.motobu-ryu.org/%E6%9C%AC%E9%83%A8%E6%B5%81%E3%81%A8%E3%81%AF/%E6%B5%81%E6%B4%BE%E7%B3%BB%E8%AD%9C/,
C00034,Eizo Shimabukuro,A0050,Eiko Shimabukuro,medium,research:https://www.ikigaiway.com/in-memoriam-shimabukuro-eizo/ | research:https://www.usadojo.com/eizo-shimabukuro/,
C00034,Eizo Shimabukuro,A0051,Bill Hayes,high,research:https://westernkarate.com/bill-hayes/ | research:https://www.ikigaiway.com/in-memoriam-shimabukuro-eizo/ | research:https://www.dragonsociety.com/team_member/hanshi-bill-hayes/,
C00034,Eizo Shimabukuro,A0052,Matt Larsen,low,research:https://en-academic.com/dic.nsf/enwiki/9336902,
C00034,Eizo Shimabukuro,A0112,Larry Isaac,low,research:https://limacjacksonville.wixsite.com/isaacsmartialarts/instructors,
C00034,Eizo Shimabukuro,C00077,Hiroshi Shinya,high,book:Bishop p.104,
C00034,Eizo Shimabukuro,C00270,Kojun Makishi,high,book:Bishop p.104,
C00034,Eizo Shimabukuro,C00330,Soko Toguchi,high,book:Bishop p.104,
C00034,Eizo Shimabukuro,C00437,Ryosho Goya,high,book:Bishop p.104,
C00034,Eizo Shimabukuro,C00471,Seijin Inamine,high,book:Bishop p.104,
C00034,Eizo Shimabukuro,J0029,Tetsuo Takamiyagi,high,research:https://www.okinawakaratekobudo.com/about.html,
C00034,Eizo Shimabukuro,Q1691502,Joe Lewis,high,research:https://en.wikipedia.org/wiki/Joe_Lewis_(martial_artist) | research:https://joelewisassociation.com/joe-lewis-story/,
C00035,Eisuke Akamine,A0117,Hiroshi Akamine,high,research:https://www.karatekobudo.com/kobudo/grand-masters/akamine/akamine.htm | research:https://ageshiojapan.com/dojo_info/hiroshi-akamine-sensei-hanshi-9th-dan%EF%BD%9C-ryukyu-kobudo-shimbukan | research:https://www.servantsheartkarate.com/ryukyu-kobudo-shimbukan,
C00035,Eisuke Akamine,A0118,Hidemi Tamayose,high,research:https://kobudo-tesshinkan.eu/index.php/en/about-ryukyu-kobudo-tesshinkan/style-founder/ | research:https://en.wikipedia.org/wiki/Ryukyu_Kobudo | research:https://www.shuriway.co.uk/tamayose.html,
C00035,Eisuke Akamine,A0119,Yukio Kuniyoshi,high,research:https://ryukyu-kobudo.net/overview/ | research:https://en.wikipedia.org/wiki/Ryukyu_Kobudo,
C00035,Eisuke Akamine,C00005,Ankichi Miyazato,medium,book:Bishop p.159,
C00035,Eisuke Akamine,C00006,Ankichi Nakamura,medium,book:Bishop p.159,
C00035,Eisuke Akamine,C00040,Fumio Nagaishi,medium,book:Bishop p.159,
C00035,Eisuke Akamine,C00201,Masahiro Nakamoto,medium,book:Bishop p.159,
C00035,Eisuke Akamine,C00211,Katsuhiko Minowa,medium,book:Bishop p.159,
C00035,Eisuke Akamine,C00294,Seiyu Nakamura,medium,book:Bishop p.159,
C00035,Eisuke Akamine,C00301,Kosuke Yonamine,high,research:https://ryusyu-kai.qwc.jp/,
C00035,Eisuke Akamine,J0042,Kōsuke Miyazato,high,research:https://www.seiryukan.fr/,
C00042,Chosho Motobu,A0029,Choshin Motobu,low,research:https://ja.wikipedia.org/wiki/%E6%9C%AC%E9%83%A8%E5%BE%A1%E6%AE%BF | research:https://www.motobu-ryu.org/%E6%9C%AC%E9%83%A8%E6%B5%81%E3%81%A8%E3%81%AF/%E6%B5%81%E6%B4%BE%E7%B3%BB%E8%AD%9C/,
C00064,Seiryo Shinjo,A0008,Seiyu Shinjo,high,research:https://www.alandollar.com/uechi/hist_seiyu.htm,
C00066,Fusei Kise,A0068,Isao Kise,high,research:https://www.kenshin-kan.com/kaicho-isao-kise/ | research:https://ismskf.com/isao-kaicho-kise/,
C00066,Fusei Kise,A0069,Seizan Kinjo,medium,research:https://www.bastropprovidencefuneralhome.com/obituaries/ronald-lindsey | research:https://www.ikigaiway.com/interview-ronald-lindsey-matsumura-seito-9th-dan-part-1/,
C00066,Fusei Kise,A0070,Ronald Lindsey,medium,research:https://www.ikigaiway.com/interview-ronald-lindsey-matsumura-seito-9th-dan-part-1/ | research:https://www.bastropprovidencefuneralhome.com/obituaries/ronald-lindsey,
C00066,Fusei Kise,A0071,James Coffman,medium,research:https://westernkarate.com/james-coffman-matsumura-seito/ | research:https://www.smoka-usa.com/sensei-coffmans-published-book/,
C00066,Fusei Kise,A0112,Larry Isaac,low,research:https://limacjacksonville.wixsite.com/isaacsmartialarts/instructors,
C00066,Fusei Kise,A0113,Seifuku Nitta,low,research:https://shuriway.com/nitta.html | research:https://usadojo.com/seifuku-nitta/,
C00075,Kenchu Nakaima,C00232,Kenko Nakaima,high,research:https://en.wikipedia.org/wiki/Ry%C5%ABei-ry%C5%AB | research:http://findingkarate.com/wordpress/spotlight-kenko-noritaka-nakaima-the-last-keeper-of-secrets/,
C00076,Sugaya Ueshima,Q7418861,Sannosuke Ueshima,medium,research:https://en.wikipedia.org/wiki/Kushin-ryu | research:https://ja.wikipedia.org/wiki/%E4%B8%8A%E5%B3%B6%E4%B8%89%E4%B9%8B%E5%8A%A9,
C00084,Gokenki,A0012,Juhatsu Kyoda,medium,book:Nagamine/Cramer/Guarelli SECTION 22 SECTION 23,
C00084,Gokenki,Q1908088,Shinko Matayoshi,medium,"book:Guarelli, Okinawan Kobudo guarelli02 line 23",
C00084,Gokenki,Q1908090,Shinpo Matayoshi,medium,research:https://milos.io/matayoshi-kobudo-tradition/ | research:https://sites.google.com/tsuzukete.com/home/knowledge/history/shinpo-matayoshi,
C00084,Gokenki,Q221121,Chojun Miyagi,medium,book:Bishop p.29,
C00084,Gokenki,Q41105,Gichin Funakoshi,medium,"book:Cramer, The History of Karate and the Masters Who Made It SECTION 31",
C00084,Gokenki,Q453505,Kenwa Mabuni,medium,research:https://www.karatebyjesse.com/go-kenki-the-undercover-kung-fu-pioneer-of-okinawan-karate/ | research:https://kodokanboston.org/2018/10/31/some-thoughts-on-gokenki-and-the-transmission-of-his-crane-on-okinawa/,
C00086,Goshi Yamaguchi,A0137,Ingo de Jong,low,research:https://www.gojukaikaratedo.com/IKGA-Management.php?sectionid=ingodejong,
C00086,Goshi Yamaguchi,Q3898157,Paul Starling,medium,research:https://en.wikipedia.org/wiki/Paul_Starling | research:http://www.gojukai.com.au/Paul_Starling_Shihan.html,
C00087,Gushikawa no Tiragwa,C00363,Matsutaro Ire,high,book:Bishop p.104-105,
C00087,Gushikawa no Tiragwa,Q1908088,Shinko Matayoshi,high,research:https://www.tobukanmartialarts.com/about-us/matayoshi-kobudo-weapons/ | research:https://milos.io/matayoshi-kobudo-tradition/,
C00094,Jiro Shiroma,Q15987228,Yuchoku Higa,high,research:https://en.wikipedia.org/wiki/Yuchoku_Higa,
C00098,Joen Nakazato,A0046,Isamu Tamotsu,medium,research:https://sites.google.com/view/traditionalkarate/karate-articles/shorinji-shimabukuro,
C00098,Joen Nakazato,A0049,Hitoshi Oyakawa,high,research:https://okinawa-karate-navi.com/en/dojo/detail/28/ | research:http://www.okinawakarateshorinjiryu.com/lineage.html,
C00098,Joen Nakazato,C00151,Jinshi Oyakawa,medium,book:Bishop p.93,
C00098,Joen Nakazato,C00504,Senyu Unten,medium,book:Bishop p.93,
C00098,Joen Nakazato,C00565,Takao Nohara,medium,book:Bishop p.93,
C00098,Joen Nakazato,J0011,Seiei Nakaza,medium,research:https://www.kiyobukan.com/about-us/hanshi-judan-nakaza-seiei,
C00098,Joen Nakazato,J0143,Takeshi Nakazato,low,research:https://okic.odks.jp/pdf/okinawadojolist.pdf,
C00101,Juei Tamaki,C00176,Kanbun Izumigawa,low,research:https://historyandstoriesofgojuryu.blogspot.com/2020/12/dojo-of-seiko-higa-lineage.html,
C00101,Juei Tamaki,J0002,Seitoku Matayoshi,medium,research:https://historyandstoriesofgojuryu.blogspot.com/2020/12/dojo-of-seiko-higa-lineage.html,
C00107,Kafu Kojo,B0017,Shingo Hayashi,high,book:Bishop p.49,
C00107,Kafu Kojo,C00352,Tatsumi Kojo,low,research:https://koshinkan.org/478-2/ | research:https://ja.wikipedia.org/wiki/%E6%B9%96%E5%9F%8E%E6%B5%81,
C00107,Kafu Kojo,C00506,Shigeru Kojo,high,research:https://ja.wikipedia.org/wiki/%E6%B9%96%E5%9F%8E%E6%B5%81 | research:https://koshinkan.org/history/ | research:https://koshinkan.org/478-2/,
C00107,Kafu Kojo,J0094,Michio Yamada,high,research:https://ja.wikipedia.org/wiki/%E6%B9%96%E5%9F%8E%E6%B5%81,
C00108,Kaho Kojo,C00107,Kafu Kojo,high,book:Bishop p.48,
C00108,Kaho Kojo,C00263,Saikyo Kojo,high,research:https://ja.wikipedia.org/wiki/%E6%B9%96%E5%9F%8E%E6%B5%81 | research:https://simonechierchini.com/2020/04/29/kojo-ryu-karate-lo-stile-fantasma-di-okinawa/ | research:https://koshinkan.org/478-2/,
C00108,Kaho Kojo,C00542,Shuren Kojo,medium,book:Bishop p.49,
C00108,Kaho Kojo,C00605,Tokusaburo Matsuda,low,research:https://medium.com/@motobu715/matsuda-tokusabur%C5%8D-e2bed486d39a | research:https://medium.com/@motobu715/koj%C5%8D-kah%C5%8D-and-uechi-kanbun-dd6efc3e42fd,
C00108,Kaho Kojo,Q2473562,Kanbun Uechi,high,research:https://en.wikipedia.org/wiki/Kanbun_Uechi | research:https://medium.com/@motobu715/koj%C5%8D-kah%C5%8D-and-uechi-kanbun-dd6efc3e42fd | research:https://koshinkan.org/history/,
C00112,Hiroshi Ishihara,C00232,Kenko Nakaima,high,book:Bishop p.20,
C00117,Kanmei Uechi,J0142,Sadanao Uechi,high,research:https://www.d3b.jp/npcolumn/19450,
C00129,Horoku Ishikawa,J0036,Kōtarō Iha,medium,research:https://sites.google.com/tsuzukete.com/home/knowledge/history/kotaro-iha,
C00131,Hsiao Yao,C00634,Tung Chin,medium,book:Bishop p.20,
C00141,Isei Kojo,C00108,Kaho Kojo,low,research:https://koshinkan.org/478-2/ | research:https://koshinkan.org/history/ | research:https://ja.wikipedia.org/wiki/%E6%B9%96%E5%9F%8E%E6%B5%81,
C00145,Iwah,C00108,Kaho Kojo,high,book:Bishop p.48,
C00145,Iwah,C00141,Isei Kojo,high,research:https://ja.wikipedia.org/wiki/%E6%B9%96%E5%9F%8E%E6%B5%81 | research:https://koshinkan.org/history/ | research:https://forums.uechi-ryu.com/viewtopic.php?t=22939,
C00145,Iwah,C00427,Ranho Maezato,medium,research:https://okinawankarate.org/shorin-ryu-shuri-te.html,
C00145,Iwah,C00564,Taitei Kojo,medium,research:https://koshinkan.org/history/ | research:https://shorinjiryublog.wordpress.com/2019/09/01/the-kenpo-of-kume-village/ | research:https://simonechierchini.com/2020/04/29/kojo-ryu-karate-lo-stile-fantasma-di-okinawa/,
C00145,Iwah,Q699236,Kanryo Higaonna,low,research:https://en.wikipedia.org/wiki/Higaonna_Kanry%C5%8D,
C00145,Iwah,Q715769,Sokon Matsumura,medium,research:https://en.wikipedia.org/wiki/Matsumura_S%C5%8Dkon | research:https://worldbudokan.com/worlbudokanhome/articles-2/sokon-matsumura/,
C00148,Jinan Shinzato,Q15987228,Yuchoku Higa,high,research:https://en.wikipedia.org/wiki/Yuchoku_Higa | research:https://ja.wikipedia.org/wiki/%E6%AF%94%E5%98%89%E4%BD%91%E7%9B%B4,
C00150,Jinsei Kamiya,Q723832,Shinken Taira,low,research:https://ryukyu-bugei.com/?p=1783,
C00152,Jintatsu Higa,A0034,Oscar Higa,high,research:https://www.teido.net/karate-kyudokan/ | research:https://it.wikipedia.org/wiki/Oscar_Higa,
C00152,Jintatsu Higa,A0035,Benito Higa,high,research:https://www.teido.net/karate-kyudokan/ | research:https://en.wikipedia.org/wiki/Sh%C5%8Drin-ry%C5%AB_Kyud%C5%8Dkan,
C00156,Moshigwa Ire,Q1908088,Shinko Matayoshi,high,research:https://shinryukan.com/about/shinko-matayoshi/ | research:https://milos.io/matayoshi-kobudo-tradition/,
C00173,Kama Higa,C00476,Seikichi Hokama,high,book:Bishop p.84,
C00178,Konin Oyadomari,C00476,Seikichi Hokama,high,research:https://wseku-karate.org/en/istoria-okinawa-karate/tomari-te/,
C00187,Kotsu Oyadomari,C00476,Seikichi Hokama,high,research:https://wseku-karate.org/en/istoria-okinawa-karate/tomari-te/,
C00194,Lu Ta-ting,C00634,Tung Chin,medium,book:Bishop p.20,
C00195,Maeda Pechin,C00083,Gisei Maeda,medium,book:Bishop p.85,
C00195,Maeda Pechin,Q2393877,Chotoku Kyan,high,research:https://en.wikipedia.org/wiki/Ch%C5%8Dtoku_Kyan,
C00196,Makabe UDUN,Q2473562,Kanbun Uechi,low,research:https://en.wikipedia.org/wiki/Kanbun_Uechi | research:https://medium.com/@motobu715/matsuda-tokusabur%C5%8D-e2bed486d39a,
C00198,Kantoku Uechi,Q2473562,Kanbun Uechi,low,research:https://www.alandollar.com/uechi/hist_kanbun.htm | research:https://northshorekarate.com/history-of-uechi-ryu/,
C00201,Masahiro Nakamoto,A0130,Mamoru Nakamoto,medium,research:https://bunbukan.eu/en/ryukyu-kobudo/ | research:https://www.bunbukan.be/newkarate/en/ryukyu-kobudo,
C00202,Kanyu Higaonna,A0012,Juhatsu Kyoda,medium,research:https://kodokanboston.org/2024/01/14/how-many-seisans/ | research:https://en.wikipedia.org/wiki/Higaonna_Kanryu,
C00206,Karyu Uku,Q3028499,Kosaku Matsumora,high,research:https://en.wikipedia.org/wiki/Kosaku_Matsumora,
C00206,Karyu Uku,Q6426547,Kokan Oyadomari,medium,research:https://katastepbystep.com/karate-styles-traditional-okinwan-tode/,
C00211,Katsuhiko Minowa,J0107,Masakazu Kinjo,high,research:https://www.d3b.jp/npcolumn/8912,
C00213,Katsumori Kochi,C00209,Katsuhide Kochi,high,book:Bishop p.100,
C00221,Keikichi Nakamura,Q38585428,Shigeru Nakamura,medium,book:Bishop p.147,
C00223,Keisei Okamoto,Q1963468,Shoshin Nagamine,medium,book:Bishop p.96,
C00232,Kenko Nakaima,C00229,Kenji Nakaima,high,research:http://findingkarate.com/wordpress/spotlight-kenko-noritaka-nakaima-the-last-keeper-of-secrets/ | research:https://ryueiryu-karate-wa.com/ryuei-ryu-instructors,
C00232,Kenko Nakaima,C00575,Takeyuki Kinjo,medium,book:Bishop p.19,
C00232,Kenko Nakaima,C00586,Teruo Hayashi,high,research:https://shuriway.com/hayashi.html | research:http://findingkarate.com/wordpress/teruo-hayashi/,
C00232,Kenko Nakaima,C00607,Tomohiro Arashiro,medium,book:Bishop p.25,
C00232,Kenko Nakaima,C00625,Tsuguo Sakumoto,high,research:http://findingkarate.com/wordpress/spotlight-tsuguo-sakumoto-a-legend-in-his-own-time/ | research:https://www.ryueiryu.com/history,
C00236,Kensei Kinjo,C00515,Shintaro Yoshizato,high,book:Bishop p.121,
C00244,Norisato Nakaima,C00075,Kenchu Nakaima,high,research:https://en.wikipedia.org/wiki/Ry%C5%ABei-ry%C5%AB,
C00246,Kenzo Mabuni,A0091,Tsukasa Mabuni,medium,research:https://www.seitoshitoryu.com/soke.php | research:https://www.usaseitoshitoryu.org/ | research:https://seitoshitoryu.webs.com/tsukasamabuni.htm,
C00250,Kisuke Higa,C00035,Eisuke Akamine,high,book:Bishop p.159,
C00251,Kishin Teruya,Q3028499,Kosaku Matsumora,high,research:https://ja.wikipedia.org/wiki/%E6%9D%BE%E8%8C%82%E8%89%AF%E8%88%88%E4%BD%9C | research:https://ja.wikipedia.org/wiki/%E6%B3%8A%E6%89%8B,
C00251,Kishin Teruya,Q6426547,Kokan Oyadomari,high,research:https://ryukyu-bugei.com/?p=7351,
C00252,Kitoku Sakiyama,C00510,Shinkichi Kuniyoshi,high,research:https://okinawa-kenpo.com/en.php,
C00253,Kiyohiko Higa,A0114,Ulf Karlsson,medium,research:https://ilpracticalkarate.com/kishimotodi | research:https://ilpracticalkarate.com/2024/07/legitimacy-vs-popularity-in-martial-arts.html | research:https://www.yliopistontaido.fi/camp2024,
C00257,Kiyuna Pechin,C00291,Seiyei Miyahira,high,book:Bishop p.113,
C00257,Kiyuna Pechin,N0096,Shoshu Nagamine,medium,"book:Nagamine, Tales of Okinawa's Great Masters PDF PAGE 69",
C00260,Saburo Tokashiki,A0127,Kaishu Isa,medium,research:https://en.wikipedia.org/wiki/Ufuchiku_Kobudo,
C00261,Kodatsu Iha,C00024,Chojin Kuba,low,research:https://www.karatekangaroo.com/maestros-tomari-te | research:https://wseku-karate.org/en/istoria-okinawa-karate/tomari-te/,
C00261,Kodatsu Iha,C00293,Seiyu Nakasone,high,research:https://karateyalgomas.com/2016/01/02/notas-sobre-tomari-te-y-el-maestro-nakasone/,
C00261,Kodatsu Iha,C00350,Taro Shimabuku,high,research:https://ryukyu-bugei.com/?p=6630,
C00261,Kodatsu Iha,C00476,Seikichi Hokama,high,book:Bishop p.84,
C00261,Kodatsu Iha,Q1963468,Shoshin Nagamine,medium,research:https://en.wikipedia.org/wiki/Sh%C5%8Dshin_Nagamine,
C00263,Saikyo Kojo,C00107,Kafu Kojo,high,research:https://simonechierchini.com/2020/04/29/kojo-ryu-karate-lo-stile-fantasma-di-okinawa/ | research:https://koshinkan.org/478-2/ | research:https://ja.wikipedia.org/wiki/%E6%B9%96%E5%9F%8E%E6%B5%81,
C00268,Kojo PECHIN,C00522,Shoi Sai,low,research:https://koshinkan.org/478-2/ | research:https://ja.wikipedia.org/wiki/%E6%B9%96%E5%9F%8E%E6%B5%81 | research:https://simonechierchini.com/2020/04/29/kojo-ryu-karate-lo-stile-fantasma-di-okinawa/,
C00269,Kojo UEKATA,C00268,Kojo PECHIN,low,research:https://koshinkan.org/478-2/ | research:https://koshinkan.org/history/ | research:https://ja.wikipedia.org/wiki/%E6%B9%96%E5%9F%8E%E6%B5%81,
C00275,Seiichiro Higa,C00035,Eisuke Akamine,high,research:https://ryukyu-kobudo.net/eisuke-akamine/ | research:https://www.usadojo.com/eisuke-akamine/,
C00279,Seiki Arakaki,C00374,Morimasa Arakaki,high,book:Bishop p.60,
C00279,Seiki Arakaki,C00495,Seiyei Akamine,high,book:Bishop p.60,
C00285,Kosei Kokuba,C00586,Teruo Hayashi,medium,research:https://www.internationalshitoryu.com/aboutus/organization-chart/hayashi-teruo/ | research:https://shuriway.com/hayashi.html,
C00285,Kosei Kokuba,Q3959901,Shogo Kuniba,high,research:http://itkka.com/en/master-kokuba-kosei-1900-1959/ | research:http://www.mideasternkarateassociation.org/history-of-our-style.html,
C00291,Seiyei Miyahira,Q15987228,Yuchoku Higa,high,research:https://en.wikipedia.org/wiki/Yuchoku_Higa,
C00293,Seiyu Nakasone,A0212,Iken Tokashiki,high,research:https://historyandstoriesofgojuryu.blogspot.com/2021/07/iken-tokashiki-okinawa-times-july-4th.html | research:https://iogkfmadrid.wordpress.com/2010/02/09/donde-goju-ryu-y-tomari-te-se-encuentran-tokashiki-iken-y-el-gohakukai/,
C00296,Koshin Iha,C00659,Yoshio Hichiya,low,research:https://ogkk.okinawa/archives/about/history,
C00296,Koshin Iha,J0022,Kōsei Wakugawa,medium,research:https://okic.okinawa/en/archives/news/p5602 (studied under Iha Koshin before being entrusted with the Shodokan school),
C00301,Kosuke Yonamine,J0048,Tsuneo Shimabukuro,medium,"research:Budo Japan 'Exploring the spirit of the Ryukyu' series 13 (Hiden 05/2024): joined Yonamine Kosuke's Uechi-ryu dojo at age 21; roster node C00301 is a generic 'Kosuke Yonamine' entry, assumed to be the same Uechi-ryu master (register no. 87)",
C00301,Kosuke Yonamine,J0104,Akiyoshi Arakaki,medium,research:http://www.kobudo-arakaki.com/about/,
C00329,Masakazu Miyagi,B0029,Hiroshi Shima,medium,book:Bishop p.153,
C00329,Masakazu Miyagi,C00015,Chiko Yohena,medium,book:Bishop p.153,
C00329,Masakazu Miyagi,C00188,Kunio Furugen,medium,book:Bishop p.153,
C00350,Taro Shimabuku,J0006,Seitoku Ishikawa,medium,research:https://kyudomugen.com/karateka/,
C00350,Taro Shimabuku,Q1963468,Shoshin Nagamine,high,research:https://en.wikipedia.org/wiki/Sh%C5%8Dshin_Nagamine,
C00354,Tawata Pechin,C00373,Moden Yabiku,high,research:https://www.ryukyukobudousa.com/lineage/yabiku-moden,
C00355,Teiichi Nakamura,Q38585428,Shigeru Nakamura,medium,research:https://www.usadojo.com/shigeru-nakamura/,
C00363,Matsutaro Ire,C00077,Hiroshi Shinya,high,book:Bishop p.104-105,
C00363,Matsutaro Ire,C00270,Kojun Makishi,high,book:Bishop p.104-105,
C00363,Matsutaro Ire,C00330,Soko Toguchi,high,book:Bishop p.104-105,
C00363,Matsutaro Ire,C00437,Ryosho Goya,high,book:Bishop p.104-105,
C00363,Matsutaro Ire,C00471,Seijin Inamine,high,book:Bishop p.104-105,
